country,province,description,points,production_cost,price,taster_name,winery
Italy,Northeastern Italy,"This is a thick and sticky white wine from Northern Italy that shows a fragrant bouquet of exotic fruit and white flower backed by a waxy, thick texture in the mouth. That cool climate, mountain acidity helps to keep the palate refreshed.",87,4.4,22,,Josef Weger
US,California,"A lush, crisp Chardonnay from a cool-ish vintage that tastes most specifically of green apple with a tropical twist on the finish.",87,2.6,13,Virginie Boone,Parducci
Austria,Südsteiermark,"Styria's trademark Sauvignon Blanc in its purest, freshest form. It has delicious acidity, pear and white peach flavors and a burst of grapefruit freshness. Drink now, or hold for a year. Screwcap.",87,3.77,19,Roger Voss,Sattlerhof
Chile,Casablanca Valley,"Toasty oak aromas are mild and fold in some baked apple notes. The palate feels layered and rich, while toasty flavors of peach, nectarine and melon end in a medium-length finish that's well controlled and juicy.",87,2.71,16,Michael Schachner,Caliterra
US,California,"Quirky, art-minded winemaker Matthias Sanguis crafts a stellar Syrah, with a lush bouquets of violets, blue raspberry, black peppercorns and vanilla. The palate, bound together with a lean acidic line down the middle, presents dark but tart cherries, sweet tobacco and the tang of plum peel.",92,16.83,75,Matt Kettmann,Sanguis
Italy,Piedmont,"This single-vineyard offering opens with aromas of blue flower, tilled soil, ripe berry, balsamic notes and a hint of leather. The palate is still young and needs time to develop fully but already delivers layers of dark cherry, licorice, grilled herb and black pepper alongside brooding tannins. Drink 2016–2026.",92,6.8,34,Kerin O’Keefe,Adriano Marco & Vittorio
Italy,Tuscany,"Jammy notes of strawberry and raspberry preserves open the nose of this overripe Morellino di Scansano. The wine is dark and concentrated but all that mature fruit leaves a raw, chewy sensation on the finish.",83,4,20,,Poggio Lungo
Germany,Mosel,"Savory wisps of smoke and dusty minerals juxtapose exuberantly juicy, sweet yellow peach and nectarine flavors in this crystalline kabinett. Just off-dry on the palate, its refreshing, high-spirited style makes it an excellent apéritif.",89,4.66,18,Anna Lee C. Iijima,Bollig-Lehnert
Italy,Northeastern Italy,"Fragrant and linear, this has delicate scents of white spring flower and green apple while the bright palate offers white peach, pear and lemon peel. A light mineral note adds interest while zesty acidity gives it a tangy finish.",89,5,25,Kerin O’Keefe,Collavini
France,Alsace,"Very aromatic, gentle, almost floral notes of Cox's Orange Pippin appear with the first whiff. They get their full due on the off-dry palate which boosts the fruit flavors and paints them in a golden light. There is grip and backbone and ample fruit. Drink while the fruit is at its height: 2016–2018. Finishes off dry.",89,7,35,Anne Krebiehl MW,Domaine de la Tour Blanche
Italy,Northeastern Italy,"Made with Chardonnay, Ribolla Gialla and Sauvignon, this opens with aromas of beeswax, acacia flower and yellow apple. The bright palate offers peach, pear, nectarine zest and mineral alongside vibrant acidity. It's racy but balanced.",89,4.8,24,Kerin O’Keefe,Gradis'ciutta
US,Oregon,"A to Z is giving other volume Pinot Gris producers a run for top gun with this superb value. Pear, quince and satsuma-orange flavors come together in a sappy, luscious wine that carries on delightfully through a rich, clean finish.",89,3.06,14,Paul Gregutt,A to Z
France,Beaujolais,A solidly structured wine with fine tannins and ripe red-berry fruits. The acidity adds a piquancy to the fruitiness giving the wine a lift. The wine comes from Henry Fesse vines. Drink from late 2017.,87,1.97,18,Roger Voss,Henry Fessy
Italy,Tuscany,"Made with Cabernet Sauvignon, Merlot, Syrah and Sangiovese, this opens with aromas of black currant, toast and graphite. The straightforward palate delivers wild cherry, espresso and anise alongside chewy, rather astringent tannins.",87,0,,Kerin O’Keefe,Argiano
US,Washington,"Light and muted, with sharp, leafy and herbal flavors. It seems to be drying out, leaving an impression of mushrooms rather than fruit. Drink now.",87,18.55,62,Paul Gregutt,Chateau Rollat
France,Alsace,"This is a forward, fruity and spicy wine. It is sweet and soft, with the lightest hint of acidity to give some freshness at the finish. Lychees and mangos combine easily with the attractive pinch of pepper at the end.",87,6.09,40,Roger Voss,Biecher & Schaal
US,California,"Exceptionally high alcohol gives this Zin a Port-like heat. Yet it shows classic varietal flavors of wild cherries and blackberries, cola and spice. With firm tannins and a dry finish, it would pair well with barbecue.",87,5.91,25,,Ballentine
Italy,Central Italy,"Here's a terrific value wine that would pair with ground beef, grilled sausage or oven-baked lasagna with meat sauce. The wine has a dark, concentrated color, and it opens with generous aromas of black berry and tobacco.",86,1.62,10,,Talamonti
Italy,Central Italy,"There's a raw, woody element to this Montepulciano d'Abruzzo that recalls forest floor and exotic spice. In fact, other than currant and dried berry, there's not much fruit left behind. The wine closes with sour, firm tannins. Drink now.",86,0,,,Bosco Nestore
Spain,Northern Spain,"Neon purple in color, young and jumpy, but hey, that's what simple Garnacha from this part of Spain is all about. Expect fruity, jammy aromas and a blazing, full-fruited palate of rubber, black fruits and bacon. It's grapey but honest, and for the price it's as expected.",84,1.6,8,Michael Schachner,Garnacha de Fuego
US,California,"A blend of Cabernet Sauvignon and Syrah, this wine is soft and tannic, with a puckery mouthfeel. The cherry-berry flavors are jammy. Ready now.",84,3.99,40,,St. Francis
US,California,"Plenty of flavor, with tastes of black raspberry jam, cherry, tobacco and pepper. Has a nice texture, satiny and velvety, with good acidity. Straddles the border between simple and complex, but it's certainly tasty with a good, long finish.",87,4,33,,Benziger
US,California,"Melon, citrus and herb notes are well balanced in this pleasing, refreshing, light wine. Bright and fresh to the end, it's perfect for summer quaffing.",87,3.71,12,,The Seven Brothers
US,California,"Rustic, hearty aromas of tar, cola, herbs and burnt rhubarb make for an intriguing nose on this entry-level bottling from Testarossa. The sips feature cola and cherry flavors, with a very quick finish.",84,5.4,27,Matt Kettmann,Testarossa
US,California,"So fresh and jammy in raspberry and cherry fruit, so tannic and acidic, so overtly oaky, it seems like a wine to stick in the cellar for 3–5 years to let it mellow out. It's good and rich and impressive, but too much of everything at this point.",92,12,60,,Arista
Austria,Kremstal,"Earthy, yeasty notes signal that this is still a baby of a wine. Once they have blown off, the palate reveals juicy, ripe, yellow pear and a savory, herbal touch reminiscent of fresh sage and and chervil. Lovely focus and a very savory finish.",90,5,25,Anne Krebiehl MW,Salomon-Undhof
Hungary,Tokaji,"Surprisingly subtle, yet maddeningly complex, this is a rare treat to unravel slowly, sip by sip. Sweet and honeyed on the nose with scents of freesia, orange peel and stone fruit, but accented with just a hint of sun-dried hay. The palate is deeply concentrated with undulating waves of honey, beeswax and fruit, but balanced with striking tangerine acidity. Remarkably long on the finish.",94,101.26,764,Anna Lee C. Iijima,Royal Tokaji
Italy,Veneto,"Made with 100% Garganega, this amber-colored wine features floral aromas of dried white spring flower, peach blossom and stone fruit. On the palate, rosemary and honey accents add interest to ripe yellow peach. It closes on a note of white toasted almond.",89,5.6,28,Kerin O’Keefe,La Cappuccina
Italy,Veneto,"Straightforward but structured, this opens with aromas of leafy underbrush, wet soil and stewed plum. The palate offers dried cherry, raisin, nutmeg and seasoned herbs framed by firm tannins.",89,8.34,45,Kerin O’Keefe,Delibori
Italy,Central Italy,"This dense dessert wine conveys aromas of fig, prune and blackberry jam. The palate offers dried black cherry, dark chocolate and cake spice alongside chewy tannins.",89,7.86,35,Kerin O’Keefe,Villa Mora
US,New Jersey,"Quite savory on the nose and palate, with notes of cooked apple, lemon and peach purée. This is judiciously oaked with bright, lemon-lime acidity that livens up the palate.",83,4.26,36,Anna Lee C. Iijima,Unionville
Spain,Levante,"This smells flat and stewy, with jammy sweetness and little punch. Conversely, it's pointy on the palate, with tart, generic red-berry flavors and warmth on the finish. A blend of Tempranillo and Cabernet Sauvignon.",82,2.34,10,Michael Schachner,Vicente Gandia
US,California,"Like liquid toasted cinnamon, this Cabernet Sauvignon is texturally harsh.",82,2.09,15,Virginie Boone,LangeTwins
France,Bordeaux,"Olivier Doujon made only 7,000 bottles of this 100% Merlot at the family estate in Fronsac. Rounded and ripe, this is a full-bodied wine with great fruitiness and attractive acidity. Well balanced, it offers red-cherry flavors with an edge of pepper. Drink the wine now.",88,1.7,13,Roger Voss,Château Magondeau
France,Bordeaux,"This is a real food wine, with its tangy texture, touch of spice and attractive acidity. Light fruitiness and a dry core give a structured character. Drink now.",88,3.6,18,Roger Voss,Château Reynon
Italy,Sicily & Sardinia,"Morgante's Don Antonio is a wine that faithfully mirrors the growing success of Sicily. It's been around long enough to provide a model for younger vintners and it's quality remains excellent, thanks to a dense, inky texture and bright aromas of dark cherry and toasted almond.",91,8.5,40,,Morgante
US,California,"Sweet and luscious, with powerful raspberry and cherry fruit. Made from 100% Syrah grown in the Moorman Vineyard, it was aged for nearly two years in French oak, much of it new. The alcohol is fairly high, giving the wine a full-bodied, glyceriney mouthfeel.",91,7,35,,Epiphany
US,Washington,"Lovely and rich, drinking beautifully, this limited reserve celebrates the 10-year collaboration of Tom Waliser (grower) and Tom Glase (winemaker). Fleshy strawberry, mulberry and cherry fruit leads smoothly into a broad midpalate with notes of leaf and herb. Silky tannins wrap into a clean and delicious finish.",91,0,,Paul Gregutt,Beresan
